,District,Buildingname,Lastdateofvisitbyanyoftheinvolvedcase(s),Relatedconfirmed/probablecases,Relatedconfirmed/probablecases
92,Courtyard by Marriott Hong Kong Sha Tin,Sha Tin,,486,
93,OZO Wesley Hong Kong,Wan Chai,,487,
94,"Hiu Tin House, Hiu Lai Court",Kwun Tong,,488,
95,"Hiu Tin House, Hiu Lai Court",Kwun Tong,,489,
96,"Block 4, Locwood Court, Kingswood Villas",Yuen Long,,490,
97,"Block 14, Richland Gardens",Kwun Tong,,491,
98,"Block 8, Tierra Verde",Kwai Tsing,,492,
99,"Block 3, Charming Garden",Yau Tsim Mong,,493,
100,Super Tower,Sham Shui Po,,494,
101,"Hin Yeung House, Hin Keng Estate",Sha Tin,,495,
102,Kam Fung Building,Southern,,496,
103,Willie Court,Yau Tsim Mong,,497,
104,Tsim Sha Tsui Mansion,Yau Tsim Mong,,498,
105,Kensington Plaza,Yau Tsim Mong,,499,
106,"Block 33, Heng Fa Chuen",Eastern,,500,
107,Hang Shun Mansions,Wan Chai,,501,
108,"Block 3, Chelsea Heights",Tuen Mun,,504,
109,"Block 2, Castello",Sha Tin,,507,
110,"Block CD, 142 Pokfulam Road",Southern,,508,
111,Hing Lee Building,Kowloon City,,509,
112,"Wai Sum House, Lung Hang Estate",Sha Tin,,510,
113,"2B, Park Yoho",Yuen Long,,511,
114,Wai Ching Mansion,Yau Tsim Mong,,512,
115,310-312 Hennessy Road,Wan Chai,,513,
116,"Tower 3, Mantin Heights",Kowloon City,,514,
117,"Block A, Hyde Tower",Kwun Tong,,515,
118,Shun Hing Building,Yau Tsim Mong,,516,
119,280 Ki Lung Street,Sham Shui Po,,517,
120,Telford Gardens Block Q2,Kwun Tong,,518,
121,315 Nathan Road,Yau Tsim Mong,,519,
122,"Tower 3, Waterfront",Yau Tsim Mong,,520,
123,"Tower 2, Centrestage",Central & Western,,522,
124,"Tower 2, Centrestage",Central & Western,,523,
125,Ka Yee Building,Wan Chai,,524,
126,238-240 Lockhart Road,Wan Chai,,525,
127,"Luk Kwai House, Kwai Chung Estate",Kwai Tsing,,526,
128,Queen’s Cube,Wan Chai,,528,
129,Ocean View Court,Yau Tsim Mong,,529,
130,22 Cheong Lok Street,Yau Tsim Mong,,531,
131,Silka Tsuen Wan Hotel,Kwai Tsing,,532,
132,"Pik Shan House, Shek Pai Wan Estate",Southern,,533,
133,Fok Cheong Building,Eastern,,534,
134,32 Gough Street,Central & Western,,535,
135,Golden Jubilee House,Wan Chai,,536,
136,Ardshiel,Central & Western,,537,
137,Sausalito Tower 6,Sha Tin,,538,
138,"Block E, Kam Ying Court",Sha Tin,,539,
139,Ramada Hong Kong Harbour View Hotel,Central & Western,,540,
140,O Pui Village,Sai Kung,,541,
141,Honiton Building,Central & Western,,542,
142,217 Des Voeux Road West,Central & Western,,543,
143,Felix Villas,Central & Western,,544,
144,Camlux Hotel,Kwun Tong,,545,
145,Healey Building,Yuen Long,,546,
146,Hai Wing Road,North,,547,
147,Euston Court,Central & Western,,548,
148,"Block 2, Blossom Garden",Tuen Mun,,549,
149,30 Fat Kwong Street,Kowloon City,,550,
150,12 Hung Lok Road,Kowloon City,,551,
151,Ha Hang Village,Tai Po,,552,
152,"Block 1, Provident Centre",Eastern,,553,
153,Holiday Inn Express Hong Kong Mongkok,Yau Tsim Mong,,554,
154,Excelsior Court,Central & Western,,555,
155,Grand City Hotel,Central & Western,,556,
156,Dorsett Wanchai,Wan Chai,,557,
157,Dragons Range,Sha Tin,,558,
158,"Block A, The Dahfuldy",Kowloon City,,559,
159,Ramada Hong Kong Harbour View Hotel,Central & Western,,560,
160,Oceania Heights,Tuen Mun,,561,
161,"Block 4, Beverly Garden",Sai Kung,,562,
162,Fairview Height,Central & Western,,563,
163,"Block 2, Academic Terrace",Central & Western,,564,
164,"Block 2, The Castello",Sha Tin,,565,
165,32 Lyttelton Road,Central & Western,,566,
166,101 Ki Lung Street,Yau Tsim Mong,,567,
167,"Block 41, Heng Fa Chuen",Eastern,,568,
168,"Tower 10, La Splendeur Tower, Lohas Park",Sai Kung,,569,
169,"Block E, Galaxia",Wong Tai Sin,,570,
170,Pine Crest,Southern,,571,
171,"Block 1, Hong Lee Court",Kwun Tong,,572,
172,"Tower 5, Festival City II",Sha Tin,,573,
173,"Yee Yan House, Yee Ming Estate",Sai Kung,,574,
174,48 Kennedy Road,Central & Western,,575,
175,Golden Valley Mansion,Central & Western,,576,
176,Golden Valley Mansion,Central & Western,,577,
177,Golden Valley Mansion,Central & Western,,578,
178,Golden Valley Mansion,Central & Western,,579,
179,"Hing Shing House, Tai Hing Estate",Tuen Mun,,580,
180,"Siu Fu House, Siu Kwai Court",Tuen Mun,,581,
181,"Block 4, Provident Centre",Eastern,,583,
182,The Morgan,Central & Western,,584,
183,"Block B, Wing Tak Mansion",Wan Chai,,585,
184,"Block 1, Central Park",Yau Tsim Mong,,586,
185,Kong Ha Village,North,,587,
186,Kong Ha Village,North,,588,
187,The Park Lane,Wan Chai,,589,
188,"Block 1, Hong Lee Court",Kwun Tong,,590,
189,"Block 1, Sceneway Garden",Kwun Tong,,591,
190,"Block 3, Victoria Centre",Wan Chai,,592,
191,"Block 10, Grand Yoho",Yuen Long,,593,
192,Butterfly on Prat Boutique Hotel,Yau Tsim Mong,,594,
193,Monterey Villas,Islands,,595,
194,"Block 1, Chestwood Court, Kingswood Villas",Yuen Long,,596,
195,Dorsett Kwun Tong,Kwun Tong,,597,
196,"Block 8, City One Shatin",Sha Tin,,598,
197,"Cheung Tak House, Cheung Wah Estate",North,,599,
198,"Tower 7, Le Prime, Lohas Park",Sai Kung,,600,
199,Novotel Century Hong Kong Hotel,Wan Chai,,601,
200,"Block 3, The Sorrento, Tsim Sha Tsui",Yau Tsim Mong,,602,
201,"Tower 1, One Kai Tak (I)",Kowloon City,,603,
202,Best Western Grand Hotel,Yau Tsim Mong,,604,
203,Bishop Lei International House,Central & Western,,605,
204,Shining Building,Wan Chai,,606,
205,"Tower 2, Anglers’ Bay",Tsuen Wan,,607,
206,Fairview Park,Yuen Long,,608,
207,Kwun Hei Court,Kowloon City,,609,
208,Kak Tin Village,Sha Tin,,610,
209,4 Argyle Street,Yau Tsim Mong,,611,
210,"Block A, Elm Tree Tower",Wan Chai,,612,
211,"Block A, Elm Tree Tower",Wan Chai,,613,
212,"Yiu Tsui House, Kai Tsui Court",Eastern,,614,
213,Wong Nai Tun Tsuen,Yuen Long,,615,
214,"Block AB, Scenic Villas",Southern,,616,
215,"Block C, Devon Court",Kowloon City,,617,
216,Wing Wah Mansion,Central & Western,,618,
217,"Ming Yan House, Ming Nga Court",Tai Po,,619,
218,"Ming Yan House, Ming Nga Court",Tai Po,,620,
219,"Tower 8, The Leighton Hill",Wan Chai,,621,
220,"Block A, Elm Tree Towers",Wan Chai,,622,
221,"Tower 1A, Century Link",Islands,,623,
222,"Tower 3A, Tierra Verde",Kwai Tsing,,624,
223,Ma Kwu Lam Village,Tai Po,,625,
224,Hang Shun Mansions,Wan Chai,,626,
225,"Sun On Building, 484-496, Queen’s Road West",Central & Western,,627,
226,"Block 2, New Jade Garden",Eastern,,628,
227,"Mei Sang House, Shek Kip Mei Estate",Sham Shui Po,,629,
228,Hang Shun Mansions,Wan Chai,,630,
229,"Tower 2, Robinson Place",Central & Western,,631,
230,"Siu Fu House, Siu Kwai Court",Tuen Mun,,632,
231,"Block 6, Casa De Oro",Yuen Long,,633,
232,Kadoorie Avenue Mansion,Kowloon City,,634,
233,"Tat Hei House, Po Tat Estate",Kwun Tong,,637,
234,Po Hong Mansion,Tai Po,,638,
235,"Kan Wah House, Lok Wah North Estate",Kwun Tong,,639,
236,The Morgan,Central & Western,,640,
237,Headland Hotel,Islands,,641,
238,Sheung Heu Building,Kwun Tong,,643,
239,8 Kennedy Road,Central & Western,,644,
240,"Belleve Court, Pictorial Garden",Sha Tin,,645,
241,"Block 15, Caribbean Coast",Islands,,646,
242,Renaissance Harbour View Hotel,Wan Chai,,647,
243,The Park Lane Hong Kong,Wan Chai,,648,
244,"114 Broadway, Mei Foo Sun Chuen",Sham Shui Po,,649,
245,Page 148,Yau Tsim Mong,,650,
246,"Block 11, Caribbean Coast",Islands,,651,
247,"On Tao House, Cheung On Estate",Kwai Tsing,,652,
248,Best Western Grand Hotel,Yau Tsim Mong,,653,
249,"Pik Lam House, Tsui Lam Estate",Sai Kung,,654,
250,"Block 8, Provident Centre",Eastern,,655,
251,"Block 48, Heng Fa Chuen",Eastern,,656,
252,Crowne Plaza Hong Kong Causeway Bay,Wan Chai,,657,
253,Tsing Fai San Tsuen,Kwai Tsing,,658,
254,"On Tao House, Cheung On Estate",Kwai Tsing,,659,
255,Park Hotel Hong Kong,Yau Tsim Mong,,660,
256,"Block 4, Hong Kong Parkview",Southern,,661,
257,"Hong Yat House, Yat Tung Estate",Islands,,662,
258,"Fu Loy House, Fu Cheong Estate",Sham Shui Po,,663,
259,Kingston Lodge,Sha Tin,,664,
260,"Tower 7, The Waterfront",Yau Tsim Mong,,665,
261,"Tower 7, The Waterfront",Yau Tsim Mong,,666,
262,Chek Nai Ping,Sha Tin,,667,
263,Elegant Terrace,Wan Chai,,668,
264,Metropark Hotel Mongkok,Yau Tsim Mong,,669,
265,Ko Po Tsuen,Yuen Long,,670,
266,"Palm Drive, Redhill Peninsula",Southern,,671,
267,YMCA of Hong Kong,Yau Tsim Mong,,672,
268,"Block B, Paterson Building",Wan Chai,,673,
269,"Cheung Chi House, Cheung Wah Estate",North,,674,
270,Hong Kong Skycity Marriott Hotel,Islands,,675,
271,Dorsett Wanchai,Wan Chai,,676,
272,"Pik Shan House, Shek Pai Wan Estate",Southern,,677,
273,"Lung Wah House, Lower Wong Tai Sin Estate",Wong Tai Sin,,678,
274,L’ Hotel Island South,Southern,,679,
275,"Block 4, Phase 3, Metrocity",Sai Kung,,680,
276,L’ Hotel Island South,Southern,,681,
277,"Tower 10, Mount Pavilia",Sai Kung,,682,
278,Fairview Height,Central & Western,,683,
279,"Lowrise 9, Mayfair by the Sea I",Tai Po,,684,
280,"Villa San De Oka, San Uk Ka Tsuen",Tai Po,,685,
281,Artisan House,Central & Western,,686,
282,"Tower 2A, Century Link",Islands,,687,
283,"Block 9, Deerhill Bay",Tai Po,,688,
284,The Manhattan,Southern,,689,
285,The Avenue,Wan Chai,,690,
286,"Siu Fu House, Siu Kwai Court",Tuen Mun,,691,
287,"Block D, Villa Lotto",Wan Chai,,692,
288,Bishop Lei International House,Central & Western,,693,
289,Pak Fai Mansion,Central & Western,,694,
290,Lai Yee Court,Eastern,,695,
291,"Block 17, Mei Fai Court, South Horizons",Southern,,696,
292,"Block 17, Mei Fai Court, South Horizons",Southern,,697,
293,"Block 4, Laguna City",Kwun Tong,,698,
294,Panorama Gardens,Central & Western,,699,
295,Dorsett Kwun Tong,Kwun Tong,,700,
296,"Tower 6, The Papillons",Sai Kung,,701,
297,"Tientsin House, Tsuen Wan Centre",Tsuen Wan,,702,
298,"Marigold House, So Uk Estate",Sham Shui Po,,703,
299,Kwun Tong Mansion,Kwun Tong,,704,
300,"Block B, Fuk Ming Building",Yau Tsim Mong,,705,
301,Boland Court Phase 1,Kowloon City,,706,
302,Oceanic Mansion,Eastern,,707,
303,Glory Heights,Central & Western,,708,
304,"Block 7, Villa Athena",Sha Tin,,709,
305,"Pacific House, Affluence Garden",Tuen Mun,,710,
306,"Pacific House, Affluence Garden",Tuen Mun,,711,
307,Luxe Manor Hotel,Yau Tsim Mong,,712,
308,"Pik Shan House, Shek Pai Wan Estate",Southern,,713,
309,Fortune Villa,Central & Western,,714,
310,"Tower 6, Banyan Garden",Sham Shui Po,,715,
311,"Fung Wai House, Sun Tin Wai Estate",Sha Tin,,716,
312,"Block 1, City Garden",Eastern,,717,
313,"Yin Tat House, On Tat Estate",Kwun Tong,,718,
314,"Tower One, Phase 4, Bel-Air On The Peak",Southern,,719,
315,"Tower 10, Mayfair by the Sea II",Tai Po,,720,
316,Arezzo,Central & Western,,721,
317,Hong Kong Reese Hotel,Southern,,722,
318,"Tower 1, Grand Promenade",Eastern,,723,
319,"Block 7, Oscar by the Sea",Sai Kung,,724,
320,"Block 7, Oscar by the Sea",Sai Kung,,725,
321,"Tower 3, Park Delvedere",Sha Tin,,726,
322,"Pik Ngan House, Shek Pai Wan Estate",Southern,,727,
323,Hong Kong Reese Hotel,Southern,,728,
324,Ha Tsuen Shi,Yuen Long,,729,
325,"Block 30A, Park Yoho Genova",Yuen Long,,730,
326,Dorsett Kwun Tong,Kwun Tong,,731,
327,"Tower 6, Banyan Garden",Sham Shui Po,,732,
328,Best Western Grand Hotel Hong Kong,Yau Tsim Mong,,733,
329,"Yuet Yat House, Yat Tung (II) Estate",Islands,,734,
330,"Friendship Court, 12 -22 Blue Pool Road",Wan Chai,,735,
331,Parker 33,Eastern,,736,
332,"Phase 1, Blessings Garden",Central & Western,,737,
333,Dragon Court,Central & Western,,739,
334,Aigburth,Central & Western,,740,
335,"Wang Ngai House, Cheung Wang Estate",Kwai Tsing,,741,
336,"Block A, Elm Tree Towers",Wan Chai,,742,
337,"Tower 2B, Century Link",Islands,,743,
338,Crowfields Court,Kowloon City,,745,
339,35 Station Lane,Kowloon City,,746,
340,"Tower 1A, Century Link",Islands,,747,
341,"Mei Wah Court, South Horizon",Southern,,748,
342,"La Rossa A, Coastal Skyline",Islands,,749,
343,"Tung Hiu House, Tung Yuk Court",Eastern,,750,
344,"Tower 2, Queen’s Terrace",Central & Western,,751,
345,"Tientsin House, Tsuen Wan Centre",Tsuen Wan,,752,
346,Headland Hotel,Islands,,753,
347,"Tak Fu House, Hau Tak Estate",Sai Kung,,754,
348,On Keung Building,Wong Tai Sin,,755,
349,Luxury Court,Yau Tsim Mong,,756,
350,Tung Hei Court,Kowloon City,,757,
351,Windsor Mansions,Yau Tsim Mong,,758,
352,"Sau Chi House, Sau Mau Ping Estate",Kwun Tong,,759,
353,Yick Shing Mansion,Wan Chai,,760,
354,Yonking Garden,Tuen Mun,,761,
355,"10 Seahorse Lane, Beach Village, Discovery Bay",Islands,,764,
356,"Block 5, Yar Chee Villas",Southern,,765,
357,"Hoi Kwun Mansion, Riveiera Gardens",Tsuen Wan,,767,
358,V Happy Valley,Wan Chai,,768,
359,Man Yue Mansion,Wong Tai Sin,,769,
360,"Tower 8, The Latitude",Wong Tai Sin,,770,
361,"Tower 1, Sorrento",Yau Tsim Mong,,771,
362,"Tower 3, Park Mediterranean",Sai Kung,,772,
363,"Block C, The Manhattan",Southern,,773,
364,"Tower 1, Harbourview Horizon Suites",Kowloon City,,774,
365,10 Po Yick Lane,Tai Po,,775,
366,"Tower 3, The Coronation",Yau Tsim Mong,,776,
367,YMCA of Hong Kong,Yau Tsim Mong,,777,
368,Ho Chung New Village,Sai Kung,,778,
369,Mount Pleasure,Sha Tin,,779,
370,Hong Kong Ocean Park Marriott Hotel,Southern,,780,
371,"Wah Sin House, Wah Kwai Estate",Southern,,781,
372,Fairview Park,Yuen Long,,782,
373,"Block 1, Phase 3, Festival City",Sha Tin,,783,
374,"Tower 1, Rambler Crest",Kwai Tsing,,784,
375,"Block B, Luk Yeung Sun Chuen",Tsuen Wan,,785,
376,Dorsett Mong Kok,Yau Tsim Mong,,786,
377,"Block 9, Bamboo Mansion, Whampoa Garden",Kowloon City,,787,
378,One Lasalle,Kowloon City,,788,
379,"Tower 1, One Kai Tak",Kowloon City,,789,
380,"Block B, Sunway Garden",Eastern,,790,
381,37 Celestial Heights,Kowloon City,,791,
382,"Block 5, Cronin Garden",Sham Shui Po,,792,
383,"Block 2, Stanford Villa",Southern,,793,
384,"Block 5, Fanling Town Center",North,,794,
385,"Willow Mansion, Taikoo Shing",Eastern,,795,
386,"Wo Hing House, Hing Wah (II) Estate",Eastern,,796,
387,Tseng Lan Shue Tsuen,Sai Kung,,797,
388,Fortune Villa,Central & Western,,798,
389,Courtyard By Marriott Hong Kong,Central & Western,,799,
390,Dorsett Tsuen Wan,Kwai Tsing,,800,
391,"292 Lockhart Road, Wan Chai",Wan Chai,,801,
392,"Kwai Yat House, Kwai Hong Court",Kwai Tsing,,802,
393,Convention Plaza,Wan Chai,,804,
394,"Block A, Elm Tree Tower",Wan Chai,,805,
395,Mognolia Mansion,Wan Chai,,806,
396,"Block 8, Hee Wong Terrance",Central & Western,,807,
397,"5th Street, Section I, Fairview Park",Yuen Long,,808,
398,"Seung Lai House, Wah Lai Estate",Kwai Tsing,,809,
399,"Ming Chuen House, Shui Chuen O Estate",Sha Tin,,811,
400,"Block 1, Garden Terrace",Central & Western,,812,
401,"Tower 10, Caribbean Coast",Islands,,813,
402,Sha Kok Mei Village,Sai Kung,,814,
403,"Hong Wo House, Cheung Hong Estate",Kwai Tsing,,815,
404,"Block 2, Hong Sing Garden",Sai Kung,,816,
405,Arezzo,Central & Western,,817,
406,Escapade,Central & Western,,818,
407,Dorsett Wanchai,Wan Chai,,819,
408,"Ka Kit House, Ka Lung Court",Southern,,820,
409,Novotel Century Hong Kong,Wan Chai,,821,
410,"Block 1, South Wave Court",Southern,,822,
411,Yale Lodge,Central & Western,,823,
412,"Greenpeak Villa, Wong Chuk Shan San Tsuen",Sai Kung,,824,
413,Novotel Century Hong Kong,Wan Chai,,825,
414,Ramada Hong Kong Harbour View Hotel,Central & Western,,826,
415,"Tower A, Chungking Mansions",Yau Tsim Mong,,827,
416,Peak Garden Court,Kowloon City,,828,
417,Peak Garden Court,Kowloon City,,829,
418,"Tower 5, Aria",Wong Tai Sin,,830,
419,Lau Kwai Fong Hotel,Central & Western,,832,
420,"Block 2, Hong Kong Garden",Tsuen Wan,,833,
421,"Tower 14, Hong Kong Parkview",Southern,,834,
422,"Tower 7, Bauhinia Garden",Sai Kung,,835,
423,Resiglow,Wan Chai,,836,
424,Hang Shun Mansions,Wan Chai,,838,
425,Metropark Hotel Mongkok,Yau Tsim Mong,,839,
426,"Ping Sin House, Ping Tin Estate",Kwun Tong,,840,
427,St. Moritz,Sha Tin,,843,
428,35 Station Lane,Kowloon City,,844,
429,38 Jordan Road,Yau Tsim Mong,,845,
430,"Block 2, Laguna City",Kwun Tong,,846,
431,Princeton Tower,Central & Western,,847,
432,"Chau Kwai House, Kwai Chung Estate",Kwai Tsing,,848,
433,292 Lockhart Road,Wan Chai,,849,
434,"Seabird Lane, Discovery Bay",Islands,,850,
435,"Tower 2, One Homantin",Kowloon City,,851,
436,Best Western Plus Hotel Hong Kong,Central & Western,,852,
437,"Block 1, Dragon Centre",Wan Chai,,853,
438,"Ko Fung House, Ko Cheung Court",Kwun Tong,,854,
439,"Kan Tau Tsuen, Kwan Tei",North,,855,
440,"Chuen Shui House, Shui Pin Wai Estate",Yuen Long,,856,
441,United Mansion,Wan Chai,,857,
442,"Block B, Lung Fung Garden",North,,858,
443,"Block B, Lung Fung Garden",North,,859,
444,"Block B, Lung Fung Garden",North,,860,
445,Le Billionnaire,Kowloon City,,862,
446,"Sheung Yan House, Sheung Tak Estate",Sai Kung,,863,
447,Rose Gardens,Central & Western,,865,
448,Bishop Lei International House,Central & Western,,866,
449,Dorsett Tsuen Wan,Kwai Tsing,,867,
450,"Fai Shing House, May Shing Court",Sha Tin,,868,
451,Green Valley Mansion,Wan Chai,,869,
452,Kei Ling Ha San Wai,Tai Po,,870,
453,Silka Tsuen Wan Hotel,Kwai Tsing,,871,
454,"Hang King House, Siu Shan Court",Tuen Mun,,872,
455,Borrett Mansions,Central & Western,,873,
456,Dorsett Wanchai,Wan Chai,,874,
457,Kam Tong Building,Yau Tsim Mong,,875,
458,"Block 4, Locwood Court, Kingswood Villas",Yuen Long,,876,
459,Island View,Islands,,878,
460,"Block 4, Laguna City",Kwun Tong,,879,
461,Tagus Residences,Wan Chai,,881,
462,Kei Pik Shan,Sai Kung,,882,
463,Blue Pool Court,Wan Chai,,883,
464,"Choi Shing House, Choi Tak Estate",Kwun Tong,,884,
465,"Block B, Monticello",Central & Western,,885,
466,Ramada Hong Kong Grand View,Eastern,,886,
467,Kam Fat Building,Tuen Mun,,887,
468,"Tower 2, The Metropolis Residence",Kowloon City,,888,
469,"Block 33, Baguio Villa (Lower)",Southern,,889,
470,"Block C, Garden Vista",Sha Tin,,890,
471,Tung Hei Court,Kowloon City,,891,
472,"The Park Lane Hong Kong, a Pullman Hotel",Wan Chai,,892,
473,"Orchid Path, The Westwood, (Phase 1C), Palm Springs",Yuen Long,,893,
474,Borrett Mansions,Central & Western,,894,
475,Kensington House,Kowloon City,,895,
476,"Tower 1, Festival City (Phase 2)",Sha Tin,,896,
477,"Tower 2, Island Crest",Central & Western,,897,
478,Ha Shan Kai Wat,North,,898,
479,Lexington Hill,Central & Western,,899,
480,Robinson Place,Central & Western,,900,
481,Winfield Gardens,Wan Chai,,901,
482,Yan Sau Wai,Yuen Long,,902,
483,"Block 7, Bauhinia Garden",Sai Kung,,903,
484,San Hui Village,Tuen Mun,,905,
485,"Chiu Man House, Oi Man Estate",Kowloon City,,912,
486,"Chiu Man House, Oi Man Estate",Kowloon City,,913,
487,"Ko Ching House, Ko Cheung Court",Kwun Tong,,914,
488,123 Pak Tai Street,Kowloon City,,915,
489,40-42 Circular Pathway,Central & Western,,916,
490,"Block 4, South Horizons",Southern,,917,
491,"Fujian Hotel, Mirador Mansion",Yau Tsim Mong,,918,
492,Mau Po Road,Sai Kung,,919,
493,Dorsett Wanchai,Wan Chai,,920,
494,"Tower 6B, Imperial Cullinan",Yau Tsim Mong,,921,
495,"Kat Hing Wai, Kam Tin",Yuen Long,,922,
496,Lakeview Garden (House Zone),Sha Tin,,923,
497,"Sau Chi House, Sau Mau Ping Estate",Kwun Tong,,924,
498,"Tak Cheung House, Tak Long Estate",Kowloon City,,925,
499,"Chak Fai House, Tin Chak Estate",Yuen Long,,926,
500,"Luk Kwai House, Kwai Chung Estate",Kwai Tsing,,928,
501,Yick Shing Mansion,Wan Chai,,929,
502,Wah Yu Court,Eastern,,932,
503,109 Temple Street,Yau Tsim Mong,,933,
504,"Section C, 5th Street, Fairview Park",Yuen Long,,934,
505,Chung Hom Kok Road,Southern,,935,
506,"Hin Kwai House, Hin Keng Estate",Sha Tin,,936,
507,Dorsett Mongkok,Yau Tsim Mong,,Case notified by the Health Commission of Guangdong province,
508,Courtyard By Marriott Hong Kong,Central & Western,,Case notified by the Health Commission of Guangdong province,
509,J Residence,Wan Chai,,937,
510,288 Des Voeux Road West,Central & Western,,938,
511,Hang Hau Village,Sai Kung,,939,
512,Floral Villas,Sai Kung,,940,
513,"Block 2, Hong Kong Garden",Tsuen Wan,,943,
514,"Kin Tai House, Fu Tai Estate",Tuen Mun,,944,
515,"Block 2, Royal Jubilee",North,,945,
516,"Block 6, Coastal Skyline",Islands,,946,
517,"Block D, Pearl Gardens",Central & Western,,947,
