,District,Buildingname,Lastdateofvisitbyanyoftheinvolvedcase(s),Relatedconfirmed/probablecases,Relatedconfirmed/probablecases
61,"Fujian Hotel, Mirador Mansion",Yau Tsim Mong,,918,
62,Mau Po Road,Sai Kung,,919,
63,Dorsett Wanchai,Wan Chai,,920,
64,"Tower 6B, Imperial Cullinan",Yau Tsim Mong,,921,
65,"Kat Hing Wai, Kam Tin",Yuen Long,,922,
66,Lakeview Garden (House Zone),Sha Tin,,923,
67,"Sau Chi House, Sau Mau Ping Estate",Kwun Tong,,924,
68,"Tak Cheung House, Tak Long Estate",Kowloon City,,925,
69,"Chak Fai House, Tin Chak Estate",Yuen Long,,926,
70,"Luk Kwai House, Kwai Chung Estate",Kwai Tsing,,928,
71,Yick Shing Mansion,Wan Chai,,929,
72,Wah Yu Court,Eastern,,932,
73,109 Temple Street,Yau Tsim Mong,,933,
74,"Section C, 5th Street, Fairview Park",Yuen Long,,934,
75,Chung Hom Kok Road,Southern,,935,
76,"Hin Kwai House, Hin Keng Estate",Sha Tin,,936,
77,Dorsett Mongkok,Yau Tsim Mong,,Case notified by the Health Commission of Guangdong Province,
78,Courtyard By Marriott Hong Kong,Central & Western,,,
79,J Residence,Wan Chai,,937,
80,288 Des Voeux Road West,Central & Western,,938,
81,Hang Hau Village,Sai Kung,,939,
82,Floral Villas,Sai Kung,,940,
83,"Block 2, Hong Kong Garden",Tsuen Wan,,943,
84,"Kin Tai House, Fu Tai Estate",Tuen Mun,,944,
85,"Block 2, Royal Jubilee",North,,945,
86,"Block 6, Coastal Skyline",Islands,,946,
87,"Block D, Pearl Gardens",Central & Western,,947,
88,"The Park Lane Hong Kong, a Pullman Hotel",Wan Chai,,948,
89,The Imperial Hotel,Yau Tsim Mong,,949,
90,Prudential Hotel,Yau Tsim Mong,,949,
91,Fan Tin Tsuen,Yuen Long,,950,
92,"Tower 2, Island Crest",Central & Western,,953,
93,"Block 6, New Jade Garden",Eastern,,954,
94,Tai Tseng Wai Tsuen,Yuen Long,,955,
95,"Block 8, Seaview Garden",Tuen Mun,,956,
96,Wah Yu Court,Eastern,,957,
97,Wah Yu Court,Eastern,,958,
98,Silka Tsuen Wan Hotel,Tsuen Wan,,959,
99,"Block B1, Yau Tong Industrial City",Kwun Tong,,960,
100,Prat Mansions,Yau Tsim Mong,,961,
101,"Han Kung Mansion, Kam Din Terrace, Taikoo Shing",Eastern,,962,
102,Ramada Hong Kong Grand View,Eastern,,963,
103,Sunderland Estate,Kowloon City,,964,
104,"Cheung Fai Building, 45 - 47 Cochrane Street",Central & Western,,965,
105,"Tower 6B, Imperial Cullinan",Yau Tsim Mong,,966,
106,"Harmony Court, 127 Bonham Strand",Central & Western,,968,
107,"Block 2, Sceneway Garden",Kwun Tong,,969,
108,Dorsett Tsuen Wan,Kwai Tsing,,970,
109,"Headland Drive, Discovery Bay",Islands,,971,
110,"Golden Mansion, 83-85 Chatham Road South",Yau Tsim Mong,,972,
111,"Hillier Building, 273 - 275 Queen's Road Central",Central & Western,,973,
112,Tung Hei Court,Kowloon City,,974,
113,JC Castle,Tai Po,,975,
114,"Tung Tau Tsuen, Shap Pat Heung",Yuen Long,,976,
115,"Block 30, Park Island",Tsuen Wan,,977,
116,Branksome Grande,Central & Western,,978,
117,V Wanchai,Wan Chai,,979,
118,Constellation Cove,Tai Po,,981,
119,"Block 6, Royal Ascot",Sha Tin,,982,
120,"Sau Ching House, Sau Mau Ping Estate",Kwun Tong,,983,
121,"Crestmont Villa, Discovery Bay",Islands,,984,
122,"Tower 1, Harbour Green",Yau Tsim Mong,,985,
123,Bishop Lei International House,Central & Western,,987,
124,"Block 2, Carado Garden",Sha Tin,,988,
125,"Prince Apartments, 226 Prince Edward Road West",Kowloon City,,989,
126,Kennedy Park at Central,Central & Western,,990,
127,YMCA of Hong Kong,Yau Tsim Mong,,992,
128,"Block 3, Garden Terrace",Central & Western,,993,
129,Tin Sam Village,Yuen Long,,996,
130,St Moritz,Sha Tin,,997,
131,"Tung Tau Tsuen, Shap Pat Heung",Yuen Long,,998,
132,Courtyard By Marriott Hong Kong,Central & Western,,1000,
133,Beau Cloud Mansion,Central & Western,,1001,
134,"Block 1, Pine Villas",Tuen Mun,,1002,
135,Yan Sau Wai,Yuen Long,,1003,
136,"Fu Tai House, Tai Wo Hau Estate",Kwai Tsing,,1004,
137,"Block 8, Seaview Garden",Tuen Mun,,1005,
138,"Block 2, Carado Garden",Sha Tin,,1007,
139,"Block 3, Garden Terrace",Central & Western,,1009,
140,"Tower 11, Avignon",Tuen Mun,,1013,
141,Silka Tsuen Wan Hotel,Kwai Tsing,,1015,
142,CHI Residences 138,Wan Chai,,1017,
143,Metropark Hotel Mongkok,Yau Tsim Mong,,1018,
144,"Block 2, Cronin Garden",Sham Shui Po,,1018,
145,"Block F, Kornhill",Eastern,,1022,
146,"Block 1, Seaview Crescent",Islands,,1024,
147,Two Chinachem Plaza,Central & Western,22/03/2020,,"563, 683"
148,Ho Lee Commercial Building,Central & Western,24/03/2020,,"182, 227, 276, 343, 360, 362, 367, 384, 386, 387, 389, 394, 411, 422, 432, 433, 440, 442, 453, 497, 501, 511, 513, 576, 627, 746, 877"
149,76 Jaffe Road,Wan Chai,24/03/2020,,"276, 343, 362, 367, 386, 387, 389, 413, 432, 433, 434, 440, 477, 499, 501, 509, 513, 519, 524, 576, 635, 638, 707, 746, 864, 877, 951"
150,9 Knutsford Terrace,Yau Tsim Mong,24/03/2020,,"387, 389, 395, 411, 428, 433, 447, 450, 458, 462, 466,  483, 484, 498, 501, 510, 511, 512, 513, 514, 517, 526, 573, 581, 614, 615, 625, 663, 670, 674, 746, 755, 846, 863, 904, 906, 998"
151,10-11 Knustsford Terrace,Yau Tsim Mong,24/03/2020,,"483, 516"
152,MW Plaza,Yau Tsim Mong,24/03/2020,,"567, 842"
153,25 Carnarvon Road,Yau Tsim Mong,24/03/2020,,"662, 687, 702, 704, 705, 758, 759"
154,Lok Sing Centre,Wan Chai,25/03/2020,,"903, 923, 925, 932, 954"
155,23 Luard Road,Wan Chai,26/03/2020,,"682, 857"
156,82 Jaffe Road,Wan Chai,27/03/2020,,"276, 362, 367, 386, 387, 389, 432, 433, 440, 481, 501, 513, 531, 626, 746, 877, 973"
157,iSQUARE,Yau Tsim Mong,28/03/2020,,"504, 756"
158,10 Knutsford Terrace,Yau Tsim Mong,28/03/2020,,"567, 842"
159,K11 Musea,Yau Tsim Mong,28/03/2020,,"687, 702, 704, 705, 758, 759"
160,23 Yip Kan Street,Southern,28/03/2020,,"719, 801, 849"
161,Shek Kip Mei Reporting Centre And PTU KW Operational Base,Sham Shui Po,01/04/2020,,"663, 854"
162,Westlands Centre,Eastern,01/04/2020,,"801, 960"
163,88 Gloucester Road,Wan Chai,03/04/2020,,"923, 925"
164,Shun Tak Centre,Central & Western,04/04/2020,,"923, 932"
165,Ching Long Shopping Centre,Kowloon City,05/04/2020,,925
166,57-58 Chuen Lung Village,Tsuen Wan,05/04/2020,,936
167,Bank Centre Mall,Yau Tsim Mong,05/04/2020,,936
168,New Town Plaza,Sha Tin,05/04/2020,,936
169,MOKO,Yau Tsim Mong,05/04/2020,,936
170,"Choi Chu House, Choi Yuen Estate",North,05/04/2020,,945
171,Chai Wan Municipal Services Building Chai Wan Market,Eastern,05/04/2020,,958
172,Windsor House,Wan Chai,05/04/2020,,"903, 925, 944"
173,Hong Kong Adventist Hospital,Wan Chai,06/04/2020,,935
174,Shek Wu Hui Municipal Services Building,North,06/04/2020,,945
175,Union Plaza,North,06/04/2020,,945
176,Yue Wan Market,Eastern,06/04/2020,,958
177,"Administration Building, Yue Wan Estate",Eastern,06/04/2020,,958
178,Domain,Kwun Tong,06/04/2020,,960
179,121 Bonham Strand,Central & Western,06/04/2020,,971
180,Emperor Group Centre,Wan Chai,06/04/2020,,972
181,Melbourne Plaza,Central & Western,06/04/2020,,978
182,Pat Tat Industrial Building,Wong Tai Sin,06/04/2020,,978
183,The Landmark Mandarin Oriental Hotel,Central & Western,06/04/2020,,978
184,New East Ocean Centre,Yau Tsim Mong,07/04/2020,,955
185,Festival Walk,Kowloon City,07/04/2020,,955
186,176 Queen's Road,Central & Western,07/04/2020,,972
187,China Insurance Group Building,Central & Western,07/04/2020,,972
188,9 Queen's Road Central,Central & Western,07/04/2020,,972
189,Kingswood Richly Plaza,Yuen Long,07/04/2020,,996
190,Golden Mansion,Yau Tsim Mong,08/04/2020,,972
191,8 Hart Avenue,Yau Tsim Mong,08/04/2020,,972
192,World-Wide House,Central & Western,08/04/2020,,981
193,Pak Yee Building,Yuen Long,08/04/2020,,996
194,On Ning Building,Yuen Long,08/04/2020,,996
195,+WOO,Yuen Long,09/04/2020,,976
196,Kornhill Plaza (South),Eastern,11/04/2020,,1022
197,16 Haven Street,Wan Chai,11/04/2020,,1022
198,Gold Coast Yacht and Country Club,Tuen Mun,12/04/2020,,1013
199,Hong Kong Sanatorium & Hospital,Wan Chai,12/04/2020,,1013
200,Hong Kong Sanatorium & Hospital,Wan Chai,13/04/2020,,1022
201,Cityplaza,Eastern,14/04/2020,,1022
