,地區,大廈名單,曾有涉及個案最後到訪的日期,相關確診/疑似/個案編號
68,油尖旺,香港基督教青年會,,992
69,中西區,花園台 3座,,993
70,元朗,田心村,,996
71,沙田,雲端,,997
72,元朗,十八鄉東頭村,,998
73,中西區,香港萬怡酒店,,1000
74,中西區,碧雲樓,,1001
75,屯門,松苑 1座,,1002
76,元朗,仁壽圍,,1003
77,葵青,大窩口邨富泰樓,,1004
78,屯門,海景花園 8座,,1005
79,沙田,雲疊花園 2座,,1007
80,中西區,花園台 3座,,1009
81,屯門,星堤 11座,,1013
82,葵青,荃灣絲麗酒店,,1015
83,灣仔,太極軒 138,,1017
84,油尖旺,旺角維景酒店,,1018
85,深水埗,樂年花園二座,,1018
86,東區,康怡花園 F座,,1022
87,離島,海堤灣畔一座,,1024
88,九龍城,寶石戲院大廈 A座,,1025
89,離島,裕東苑賀東閣,,1026
90,中西區,好利商業大廈,24/03/2020,"182, 227, 276, 343, 360, 362, 367, 384, 386, 387, 389, 394, 411, 422, 432, 433, 440, 442, 453, 497, 501, 511, 513, 576, 627, 746, 877"
91,灣仔,謝斐道 76號,24/03/2020,"276, 343, 362, 367, 386, 387, 389, 413, 432, 433, 434, 440, 477, 499, 501, 509, 513, 519, 524, 576, 635, 638, 707, 746, 864, 877, 951"
92,油尖旺,諾士佛臺 9號,24/03/2020,"387, 389, 395, 411, 428, 433, 447, 450, 458, 462, 466,  483, 484, 498, 501, 510, 511, 512, 513, 514, 517, 526, 573, 581, 614, 615, 625, 663, 670, 674, 746, 755, 846, 863, 904, 906, 998"
93,油尖旺,諾士佛臺 10-11號,24/03/2020,"483, 516"
94,油尖旺,明華廣場,24/03/2020,"567, 842"
95,油尖旺,加拿分道 25號,24/03/2020,"662, 687, 702, 704, 705, 758, 759"
96,灣仔,樂聲大廈,25/03/2020,"903, 923, 925, 932, 954"
97,灣仔,盧押道 23號,26/03/2020,"682, 857"
98,灣仔,謝斐道 82號,27/03/2020,"276, 362, 367, 386, 387, 389, 432, 433, 440, 481, 501, 513, 531, 626, 746, 877, 973"
99,油尖旺,國際廣場,28/03/2020,"504, 756"
100,油尖旺,諾士佛臺 10號,28/03/2020,"567, 842"
101,油尖旺,K11 Musea,28/03/2020,"687, 702, 704, 705, 758, 759"
102,南區,業勤街 23號,28/03/2020,"719, 801, 849"
103,深水埗,石硤尾報案中心及西九龍機 動部隊行動基地,01/04/2020,"663, 854"
104,東區,華蘭中心,01/04/2020,"801, 960"
105,灣仔,告士打道 88號,03/04/2020,"923, 925"
106,中西區,信德中心,04/04/2020,"923, 932"
107,灣仔,皇室堡,05/04/2020,"903, 925, 944"
108,油尖旺,新東海商業中心,07/04/2020,955
109,九龍城,又一城,07/04/2020,955
110,中西區,皇后大道中 176號,07/04/2020,972
111,中西區,中保集團大廈,07/04/2020,972
112,中西區,皇后大道中 9號,07/04/2020,972
113,元朗,嘉湖新北江商場,07/04/2020,996
114,油尖旺,金德大廈,08/04/2020,972
115,油尖旺,赫德道 8號,08/04/2020,972
116,中西區,環球大廈,08/04/2020,981
117,元朗,百宜樓,08/04/2020,996
118,元朗,安寧大廈,08/04/2020,996
119,元朗,+WOO 嘉湖,09/04/2020,976
120,東區,康怡廣場(南),11/04/2020,1022
121,灣仔,希雲街 16號,11/04/2020,1022
122,屯門,黃金海岸鄉村俱樂部.遊艇 會,12/04/2020,1013
123,灣仔,養和醫院,12/04/2020,1013
124,灣仔,養和醫院,13/04/2020,1022
125,東區,太古城中心,14/04/2020,1022
