,District,Buildingname,Lastdateofvisitbyanyoftheinvolvedcase(s),Relatedconfirmed/probablecases,Relatedconfirmed/probablecases
125,Windsor House,Wan Chai,05/04/2020,,"903, 925, 944"
126,Hong Kong Adventist Hospital,Wan Chai,06/04/2020,,935
127,Shek Wu Hui Municipal Services Building,North,06/04/2020,,945
128,Union Plaza,North,06/04/2020,,945
129,Yue Wan Market,Eastern,06/04/2020,,958
130,"Administration Building, Yue Wan Estate",Eastern,06/04/2020,,958
131,Domain,Kwun Tong,06/04/2020,,960
132,121 Bonham Strand,Central & Western,06/04/2020,,971
133,Emperor Group Centre,Wan Chai,06/04/2020,,972
134,Melbourne Plaza,Central & Western,06/04/2020,,978
135,Pat Tat Industrial Building,Wong Tai Sin,06/04/2020,,978
136,The Landmark Mandarin Oriental Hotel,Central & Western,06/04/2020,,978
137,New East Ocean Centre,Yau Tsim Mong,07/04/2020,,955
138,Festival Walk,Kowloon City,07/04/2020,,955
139,176 Queen's Road,Central & Western,07/04/2020,,972
140,China Insurance Group Building,Central & Western,07/04/2020,,972
141,9 Queen's Road Central,Central & Western,07/04/2020,,972
142,Kingswood Richly Plaza,Yuen Long,07/04/2020,,996
143,Golden Mansion,Yau Tsim Mong,08/04/2020,,972
144,8 Hart Avenue,Yau Tsim Mong,08/04/2020,,972
145,World-Wide House,Central & Western,08/04/2020,,981
146,Pak Yee Building,Yuen Long,08/04/2020,,996
147,On Ning Building,Yuen Long,08/04/2020,,996
148,+WOO,Yuen Long,09/04/2020,,976
149,Kornhill Plaza (South),Eastern,11/04/2020,,1022
150,16 Haven Street,Wan Chai,11/04/2020,,1022
151,Gold Coast Yacht and Country Club,Tuen Mun,12/04/2020,,1013
152,Hong Kong Sanatorium & Hospital,Wan Chai,12/04/2020,,1013
153,Hong Kong Sanatorium & Hospital,Wan Chai,13/04/2020,,1022
154,Cityplaza,Eastern,14/04/2020,,1022
=======
0,Wan Chai,"The Park Lane Hong Kong, a Pullman Hotel",892,,
1,Yuen Long,"Orchid Path, The Westwood, (Phase 1C), Palm Springs",893,,
2,Central & Western,Borrett Mansions,894,,
3,Kowloon City,Kensington House,895,,
4,Sha Tin,"Tower 1, Festival City (Phase 2)",896,,
5,Central & Western,"Tower 2, Island Crest",897,,
6,North,Ha Shan Kai Wat,898,,
7,Central & Western,Lexington Hill,899,,
8,Central & Western,Robinson Place,900,,
9,Wan Chai,Winfield Gardens,901,,
10,Yuen Long,Yan Sau Wai,902,,
11,Sai Kung,"Block 7, Bauhinia Garden",903,,
12,Tuen Mun,San Hui Village,905,,
13,Kowloon City,"Chiu Man House, Oi Man Estate",912,,
14,Kowloon City,"Chiu Man House, Oi Man Estate",913,,
15,Kwun Tong,"Ko Ching House, Ko Cheung Court",914,,
16,Kowloon City,123 Pak Tai Street,915,,
17,Yau Tsim Mong,Holiday Inn Express Hong Kong Mongkok,Case notified by the Health Commission of Guangdong Province,,
18,Central & Western,40-42 Circular Pathway,916,,
19,Southern,"Block 4, South Horizons",917,,
20,Yau Tsim Mong,"Fujian Hotel, Mirador Mansion",918,,
21,Sai Kung,Mau Po Road,919,,
22,Wan Chai,Dorsett Wanchai,920,,
23,Yau Tsim Mong,"Tower 6B, Imperial Cullinan",921,,
24,Yuen Long,"Kat Hing Wai, Kam Tin",922,,
25,Sha Tin,Lakeview Garden (House Zone),923,,
26,Kwun Tong,"Sau Chi House, Sau Mau Ping Estate",924,,
27,Kowloon City,"Tak Cheung House, Tak Long Estate",925,,
28,Yuen Long,"Chak Fai House, Tin Chak Estate",926,,
29,Kwai Tsing,"Luk Kwai House, Kwai Chung Estate",928,,
30,Wan Chai,Yick Shing Mansion,929,,
31,Eastern,Wah Yu Court,932,,
32,Yau Tsim Mong,109 Temple Street,933,,
33,Yuen Long,"Section C, 5th Street, Fairview Park",934,,
34,Southern,Chung Hom Kok Road,935,,
35,Sha Tin,"Hin Kwai House, Hin Keng Estate",936,,
36,Yau Tsim Mong,Dorsett Mongkok,Case notified by the Health Commission of Guangdong Province,,
37,Central & Western,Courtyard By Marriott Hong Kong,,,
38,Wan Chai,J Residence,937,,
39,Central & Western,288 Des Voeux Road West,938,,
40,Sai Kung,Hang Hau Village,939,,
41,Sai Kung,Floral Villas,940,,
42,Tsuen Wan,"Block 2, Hong Kong Garden",943,,
43,Tuen Mun,"Kin Tai House, Fu Tai Estate",944,,
44,North,"Block 2, Royal Jubilee",945,,
45,Islands,"Block 6, Coastal Skyline",946,,
46,Central & Western,"Block D, Pearl Gardens",947,,
47,Wan Chai,"The Park Lane Hong Kong, a Pullman Hotel",948,,
48,Yau Tsim Mong,The Imperial Hotel,949,,
49,Yau Tsim Mong,Prudential Hotel,949,,
50,Yuen Long,Fan Tin Tsuen,950,,
51,Central & Western,"Tower 2, Island Crest",953,,
52,Eastern,"Block 6, New Jade Garden",954,,
53,Yuen Long,Tai Tseng Wai Tsuen,955,,
54,Tuen Mun,"Block 8, Seaview Garden",956,,
55,Eastern,Wah Yu Court,957,,
56,Eastern,Wah Yu Court,958,,
57,Tsuen Wan,Silka Tsuen Wan Hotel,959,,
58,Kwun Tong,"Block B1, Yau Tong Industrial City",960,,
59,Yau Tsim Mong,Prat Mansions,961,,
60,Eastern,"Han Kung Mansion, Kam Din Terrace, Taikoo Shing",962,,
61,Eastern,Ramada Hong Kong Grand View,963,,
62,Kowloon City,Sunderland Estate,964,,
63,Central & Western,"Cheung Fai Building, 45 - 47 Cochrane Street",965,,
64,Yau Tsim Mong,"Tower 6B, Imperial Cullinan",966,,
65,Central & Western,"Harmony Court, 127 Bonham Strand",968,,
66,Kwun Tong,"Block 2, Sceneway Garden",969,,
67,Kwai Tsing,Dorsett Tsuen Wan,970,,
68,Islands,"Headland Drive, Discovery Bay",971,,
69,Yau Tsim Mong,"Golden Mansion, 83-85 Chatham Road South",972,,
70,Central & Western,"Hillier Building, 273 - 275 Queen's Road Central",973,,
71,Kowloon City,Tung Hei Court,974,,
72,Tai Po,JC Castle,975,,
73,Yuen Long,"Tung Tau Tsuen, Shap Pat Heung",976,,
74,Tsuen Wan,"Block 30, Park Island",977,,
75,Central & Western,Branksome Grande,978,,
76,Wan Chai,V Wanchai,979,,
77,Tai Po,Constellation Cove,981,,
78,Sha Tin,"Block 6, Royal Ascot",982,,
79,Kwun Tong,"Sau Ching House, Sau Mau Ping Estate",983,,
80,Islands,"Crestmont Villa, Discovery Bay",984,,
81,Yau Tsim Mong,"Tower 1, Harbour Green",985,,
82,Central & Western,Bishop Lei International House,987,,
83,Sha Tin,"Block 2, Carado Garden",988,,
84,Kowloon City,"Prince Apartments, 226 Prince Edward Road West",989,,
85,Central & Western,Kennedy Park at Central,990,,
86,Yau Tsim Mong,YMCA of Hong Kong,992,,
87,Central & Western,"Block 3, Garden Terrace",993,,
88,Yuen Long,Tin Sam Village,996,,
89,Sha Tin,St Moritz,997,,
90,Yuen Long,"Tung Tau Tsuen, Shap Pat Heung",998,,
91,Central & Western,Courtyard By Marriott Hong Kong,1000,,
92,Central & Western,Beau Cloud Mansion,1001,,
93,Tuen Mun,"Block 1, Pine Villas",1002,,
94,Yuen Long,Yan Sau Wai,1003,,
95,Kwai Tsing,"Fu Tai House, Tai Wo Hau Estate",1004,,
96,Tuen Mun,"Block 8, Seaview Garden",1005,,
97,Sha Tin,"Block 2, Carado Garden",1007,,
98,Central & Western,"Block 3, Garden Terrace",1009,,
99,Tuen Mun,"Tower 11, Avignon",1013,,
100,Kwai Tsing,Silka Tsuen Wan Hotel,1015,,
101,Wan Chai,CHI Residences 138,1017,,
102,Yau Tsim Mong,Metropark Hotel Mongkok,1018,,
103,Sham Shui Po,"Block 2, Cronin Garden",1018,,
104,Eastern,"Block F, Kornhill",1022,,
105,Islands,"Block 1, Seaview Crescent",1024,,
106,Kowloon City,"Block A, Lux Theatre Building",1025,,
107,Islands,"Hor Tung House, Yu Tung Court",1026,,
108,Central & Western,Ho Lee Commercial Building,,24/03/2020,"182, 227, 276, 343, 360, 362, 367, 384, 386, 387, 389, 394, 411, 422, 432, 433, 440, 442, 453, 497, 501, 511, 513, 576, 627, 746, 877"
109,Wan Chai,76 Jaffe Road,,24/03/2020,"276, 343, 362, 367, 386, 387, 389, 413, 432, 433, 434, 440, 477, 499, 501, 509, 513, 519, 524, 576, 635, 638, 707, 746, 864, 877, 951"
110,Yau Tsim Mong,9 Knutsford Terrace,,24/03/2020,"387, 389, 395, 411, 428, 433, 447, 450, 458, 462, 466,483, 484, 498, 501, 510, 511, 512, 513, 514, 517, 526, 573, 581, 614, 615, 625, 663, 670, 674, 746, 755, 846, 863, 904, 906, 998"
111,Yau Tsim Mong,10-11 Knustsford Terrace,,24/03/2020,"483, 516"
112,Yau Tsim Mong,MW Plaza,,24/03/2020,"567, 842"
113,Yau Tsim Mong,25 Carnarvon Road,,24/03/2020,"662, 687, 702, 704, 705, 758, 759"
114,Wan Chai,Lok Sing Centre,,25/03/2020,"903, 923, 925, 932, 954"
115,Wan Chai,23 Luard Road,,26/03/2020,"682, 857"
116,Wan Chai,82 Jaffe Road,,27/03/2020,"276, 362, 367, 386, 387, 389, 432, 433, 440, 481, 501, 513, 531, 626, 746, 877, 973"
117,Yau Tsim Mong,iSQUARE,,28/03/2020,"504, 756"
118,Yau Tsim Mong,10 Knutsford Terrace,,28/03/2020,"567, 842"
119,Yau Tsim Mong,K11 Musea,,28/03/2020,"687, 702, 704, 705, 758, 759"
120,Southern,23 Yip Kan Street,,28/03/2020,"719, 801, 849"
121,Sham Shui Po,Shek Kip Mei Reporting Centre And PTU KW Operational Base,,01/04/2020,"663, 854"
122,Eastern,Westlands Centre,,01/04/2020,"801, 960"
123,Wan Chai,88 Gloucester Road,,03/04/2020,"923, 925"
124,Central & Western,Shun Tak Centre,,04/04/2020,"923, 932"
125,Wan Chai,Windsor House,,05/04/2020,"903, 925, 944"
126,Wan Chai,Hong Kong Adventist Hospital,,06/04/2020,935
127,North,Shek Wu Hui Municipal Services Building,,06/04/2020,945
128,North,Union Plaza,,06/04/2020,945
129,Eastern,Yue Wan Market,,06/04/2020,958
130,Eastern,"Administration Building, Yue Wan Estate",,06/04/2020,958
131,Kwun Tong,Domain,,06/04/2020,960
132,Central & Western,121 Bonham Strand,,06/04/2020,971
133,Wan Chai,Emperor Group Centre,,06/04/2020,972
134,Central & Western,Melbourne Plaza,,06/04/2020,978
135,Wong Tai Sin,Pat Tat Industrial Building,,06/04/2020,978
136,Central & Western,The Landmark Mandarin Oriental Hotel,,06/04/2020,978
137,Yau Tsim Mong,New East Ocean Centre,,07/04/2020,955
138,Kowloon City,Festival Walk,,07/04/2020,955
139,Central & Western,176 Queen's Road,,07/04/2020,972
140,Central & Western,China Insurance Group Building,,07/04/2020,972
141,Central & Western,9 Queen's Road Central,,07/04/2020,972
142,Yuen Long,Kingswood Richly Plaza,,07/04/2020,996
143,Yau Tsim Mong,Golden Mansion,,08/04/2020,972
144,Yau Tsim Mong,8 Hart Avenue,,08/04/2020,972
145,Central & Western,World-Wide House,,08/04/2020,981
146,Yuen Long,Pak Yee Building,,08/04/2020,996
147,Yuen Long,On Ning Building,,08/04/2020,996
148,Yuen Long,+WOO,,09/04/2020,976
149,Eastern,Kornhill Plaza (South),,11/04/2020,1022
150,Wan Chai,16 Haven Street,,11/04/2020,1022
151,Tuen Mun,Gold Coast Yacht and Country Club,,12/04/2020,1013
152,Wan Chai,Hong Kong Sanatorium & Hospital,,12/04/2020,1013
153,Wan Chai,Hong Kong Sanatorium & Hospital,,13/04/2020,1022
154,Eastern,Cityplaza,,14/04/2020,1022
>>>>>>> 030eae754c8b8e7005674f0d9e18b4b465fd181d
