,District,Buildingname,Lastdateofvisitbyanyoftheinvolvedcase(s),Relatedconfirmed/probablecases,Relatedconfirmed/probablecases
133,"Wah Sin House, Wah Kwai Estate",Southern,,781,
134,Fairview Park,Yuen Long,,782,
135,"Block 1, Phase 3, Festival City",Sha Tin,,783,
136,"Tower 1, Rambler Crest",Kwai Tsing,,784,
137,"Block B, Luk Yeung Sun Chuen",Tsuen Wan,,785,
138,Dorsett Mongkok,Yau Tsim Mong,,786,
139,"Block 9, Bamboo Mansion, Whampoa Garden",Kowloon City,,787,
140,One Lasalle,Kowloon City,,788,
141,"Tower 1, One Kai Tak",Kowloon City,,789,
142,"Block B, Sunway Garden",Eastern,,790,
143,37 Celestial Heights,Kowloon City,,791,
144,"Block 5, Cronin Garden",Sham Shui Po,,792,
145,"Block 2, Stanford Villa",Southern,,793,
146,"Block 5, Fanling Town Center",North,,794,
147,"Willow Mansion, Taikoo Shing",Eastern,,795,
148,"Wo Hing House, Hing Wah (II) Estate",Eastern,,796,
149,Tseng Lan Shue Tsuen,Sai Kung,,797,
150,Fortune Villa,Central & Western,,798,
151,Courtyard By Marriott Hong Kong,Central & Western,,799,
152,Dorsett Tsuen Wan,Kwai Tsing,,800,
153,"292 Lockhart Road, Wan Chai",Wan Chai,,801,
154,"Kwai Yat House, Kwai Hong Court",Kwai Tsing,,802,
155,Convention Plaza,Wan Chai,,804,
156,"Block A, Elm Tree Tower",Wan Chai,,805,
157,Mognolia Mansion,Wan Chai,,806,
158,"Block 8, Hee Wong Terrance",Central & Western,,807,
159,"5th Street, Section I, Fairview Park",Yuen Long,,808,
160,"Seung Lai House, Wah Lai Estate",Kwai Tsing,,809,
161,"Ming Chuen House, Shui Chuen O Estate",Sha Tin,,811,
162,"Block 1, Garden Terrace",Central & Western,,812,
163,"Tower 10, Caribbean Coast",Islands,,813,
164,Sha Kok Mei Village,Sai Kung,,814,
165,"Hong Wo House, Cheung Hong Estate",Kwai Tsing,,815,
166,"Block 2, Hong Sing Garden",Sai Kung,,816,
167,Arezzo,Central & Western,,817,
168,Escapade,Central & Western,,818,
169,Dorsett Wanchai,Wan Chai,,819,
170,"Ka Kit House, Ka Lung Court",Southern,,820,
171,Novotel Century Hong Kong,Wan Chai,,821,
172,"Block 1, South Wave Court",Southern,,822,
173,Yale Lodge,Central & Western,,823,
174,"Greenpeak Villa, Wong Chuk Shan San Tsuen",Sai Kung,,824,
175,Novotel Century Hong Kong,Wan Chai,,825,
176,Ramada Hong Kong Harbour View Hotel,Central & Western,,826,
177,"Tower A, Chungking Mansions",Yau Tsim Mong,,827,
178,Peak Garden Court,Kowloon City,,828,
179,Peak Garden Court,Kowloon City,,829,
180,"Tower 5, Aria",Wong Tai Sin,,830,
181,Lau Kwai Fong Hotel,Central & Western,,832,
182,"Block 2, Hong Kong Garden",Tsuen Wan,,833,
183,"Tower 14, Hong Kong Parkview",Southern,,834,
184,"Tower 7, Bauhinia Garden",Sai Kung,,835,
185,Resiglow,Wan Chai,,836,
186,Hang Shun Mansions,Wan Chai,,838,
187,Metropark Hotel Mongkok,Yau Tsim Mong,,839,
188,"Ping Sin House, Ping Tin Estate",Kwun Tong,,840,
189,St. Moritz,Sha Tin,,843,
190,35 Station Lane,Kowloon City,,844,
191,38 Jordan Road,Yau Tsim Mong,,845,
192,"Block 2, Laguna City",Kwun Tong,,846,
193,Princeton Tower,Central & Western,,847,
194,"Chau Kwai House, Kwai Chung Estate",Kwai Tsing,,848,
195,292 Lockhart Road,Wan Chai,,849,
196,"Seabird Lane, Discovery Bay",Islands,,850,
197,"Tower 2, One Homantin",Kowloon City,,851,
198,Best Western Plus Hotel Hong Kong,Central & Western,,852,
199,"Block 1, Dragon Centre",Wan Chai,,853,
200,"Ko Fung House, Ko Cheung Court",Kwun Tong,,854,
201,"Kan Tau Tsuen, Kwan Tei",North,,855,
202,"Chuen Shui House, Shui Pin Wai Estate",Yuen Long,,856,
203,United Mansion,Wan Chai,,857,
204,"Block B, Lung Fung Garden",North,,858,
205,"Block B, Lung Fung Garden",North,,859,
206,"Block B, Lung Fung Garden",North,,860,
207,Le Billionnaire,Kowloon City,,862,
208,"Sheung Yan House, Sheung Tak Estate",Sai Kung,,863,
209,Rose Gardens,Central & Western,,865,
210,Bishop Lei International House,Central & Western,,866,
211,Dorsett Tsuen Wan,Kwai Tsing,,867,
212,"Fai Shing House, May Shing Court",Sha Tin,,868,
213,Green Valley Mansion,Wan Chai,,869,
214,Kei Ling Ha San Wai,Tai Po,,870,
215,Silka Tsuen Wan Hotel,Kwai Tsing,,871,
216,"Hang King House, Siu Shan Court",Tuen Mun,,872,
217,Borrett Mansions,Central & Western,,873,
218,Dorsett Wanchai,Wan Chai,,874,
219,Kam Tong Building,Yau Tsim Mong,,875,
220,"Block 4, Locwood Court, Kingswood Villas",Yuen Long,,876,
221,Island View,Islands,,878,
222,"Block 4, Laguna City",Kwun Tong,,879,
223,Tagus Residences,Wan Chai,,881,
224,Kei Pik Shan,Sai Kung,,882,
225,Blue Pool Court,Wan Chai,,883,
226,"Choi Shing House, Choi Tak Estate",Kwun Tong,,884,
227,"Block B, Monticello",Central & Western,,885,
228,Ramada Hong Kong Grand View,Eastern,,886,
229,Kam Fat Building,Tuen Mun,,887,
230,"Tower 2, The Metropolis Residence",Kowloon City,,888,
231,"Block 33, Baguio Villa (Lower)",Southern,,889,
232,"Block C, Garden Vista",Sha Tin,,890,
233,Tung Hei Court,Kowloon City,,891,
234,"The Park Lane Hong Kong, a Pullman Hotel",Wan Chai,,892,
235,"Orchid Path, The Westwood, (Phase 1C), Palm Springs",Yuen Long,,893,
236,Borrett Mansions,Central & Western,,894,
237,Kensington House,Kowloon City,,895,
238,"Tower 1, Festival City (Phase 2)",Sha Tin,,896,
239,"Tower 2, Island Crest",Central & Western,,897,
240,Ha Shan Kai Wat,North,,898,
241,Lexington Hill,Central & Western,,899,
242,Robinson Place,Central & Western,,900,
243,Winfield Gardens,Wan Chai,,901,
244,Yan Sau Wai,Yuen Long,,902,
245,"Block 7, Bauhinia Garden",Sai Kung,,903,
246,San Hui Village,Tuen Mun,,905,
247,"Chiu Man House, Oi Man Estate",Kowloon City,,912,
248,"Chiu Man House, Oi Man Estate",Kowloon City,,913,
249,"Ko Ching House, Ko Cheung Court",Kwun Tong,,914,
250,123 Pak Tai Street,Kowloon City,,915,
251,Holiday Inn Express Hong Kong Mongkok,Yau Tsim Mong,,Case notified by the Health Commission of Guangdong Province,
252,40-42 Circular Pathway,Central & Western,,916,
253,"Block 4, South Horizons",Southern,,917,
254,"Fujian Hotel, Mirador Mansion",Yau Tsim Mong,,918,
255,Mau Po Road,Sai Kung,,919,
256,Dorsett Wanchai,Wan Chai,,920,
257,"Tower 6B, Imperial Cullinan",Yau Tsim Mong,,921,
258,"Kat Hing Wai, Kam Tin",Yuen Long,,922,
259,Lakeview Garden (House Zone),Sha Tin,,923,
260,"Sau Chi House, Sau Mau Ping Estate",Kwun Tong,,924,
261,"Tak Cheung House, Tak Long Estate",Kowloon City,,925,
262,"Chak Fai House, Tin Chak Estate",Yuen Long,,926,
263,"Luk Kwai House, Kwai Chung Estate",Kwai Tsing,,928,
264,Yick Shing Mansion,Wan Chai,,929,
265,Wah Yu Court,Eastern,,932,
266,109 Temple Street,Yau Tsim Mong,,933,
267,"Section C, 5th Street, Fairview Park",Yuen Long,,934,
268,Chung Hom Kok Road,Southern,,935,
269,"Hin Kwai House, Hin Keng Estate",Sha Tin,,936,
270,Dorsett Mongkok,Yau Tsim Mong,,Case notified by the Health Commission of Guangdong Province,
271,Courtyard By Marriott Hong Kong,Central & Western,,,
272,J Residence,Wan Chai,,937,
273,288 Des Voeux Road West,Central & Western,,938,
274,Hang Hau Village,Sai Kung,,939,
275,Floral Villas,Sai Kung,,940,
276,"Block 2, Hong Kong Garden",Tsuen Wan,,943,
277,"Kin Tai House, Fu Tai Estate",Tuen Mun,,944,
278,"Block 2, Royal Jubilee",North,,945,
279,"Block 6, Coastal Skyline",Islands,,946,
280,"Block D, Pearl Gardens",Central & Western,,947,
281,"The Park Lane Hong Kong, a Pullman Hotel",Wan Chai,,948,
282,The Imperial Hotel,Yau Tsim Mong,,949,
283,Prudential Hotel,Yau Tsim Mong,,949,
284,Fan Tin Tsuen,Yuen Long,,950,
285,"Tower 2, Island Crest",Central & Western,,953,
286,"Block 6, New Jade Garden",Eastern,,954,
287,Tai Tseng Wai,Yuen Long,,955,
288,"Block 8, Seaview Garden",Tuen Mun,,956,
289,Wah Yu Court,Eastern,,957,
290,Wah Yu Court,Eastern,,958,
291,Silka Tsuen Wan Hotel,Tsuen Wan,,959,
292,"Block B1, Yau Tong Industrial City",Kwun Tong,,960,
293,Prat Mansions,Yau Tsim Mong,,961,
294,"Han Kung Mansion, Kam Din Terrace, Taikoo Shing",Eastern,,962,
295,Ramada Hong Kong Grand View,Eastern,,963,
296,Sunderland Estate,Kowloon City,,964,
297,"Cheung Fai Building, 45 - 47 Cochrane Street",Central & Western,,965,
298,"Tower 6B, Imperial Cullinan",Yau Tsim Mong,,966,
299,"Harmony Court, 127 Bonham Strand",Central & Western,,968,
300,"Block 2, Sceneway Garden",Kwun Tong,,969,
301,Dorsett Tsuen Wan,Kwai Tsing,,970,
302,"Headland Drive, Discovery Bay",Islands,,971,
303,"Golden Mansion, 83-85 Chatham Road South",Yau Tsim Mong,,972,
304,"Hillier Building, 273 - 275 Queen's Road Central",Central & Western,,973,
305,Tung Hei Court,Kowloon City,,974,
306,JC Castle,Tai Po,,975,
307,"Tung Tau Tsuen, Shap Pat Heung",Yuen Long,,976,
308,"Block 30, Park Island",Tsuen Wan,,977,
309,Branksome Grande,Central & Western,,978,
310,V Wanchai,Wan Chai,,979,
311,Constellation Cove,Tai Po,,981,
312,"Block 6, Royal Ascot",Sha Tin,,982,
313,"Sau Ching House, Sau Mau Ping Estate",Kwun Tong,,983,
314,"Crestmont Villa, Discovery Bay",Islands,,984,
315,"Tower 1, Harbour Green",Yau Tsim Mong,,985,
316,Bishop Lei International House,Central & Western,,987,
317,"Block 2, Carado Garden",Sha Tin,,988,
318,"Prince Apartments, 226 Prince Edward Road West",Kowloon City,,989,
319,Kennedy Park at Central,Central & Western,,990,
320,YMCA of Hong Kong,Yau Tsim Mong,,992,
321,"Block 3, Garden Terrace",Central & Western,,993,
322,Tin Sam Village,Yuen Long,,996,
323,St Moritz,Sha Tin,,997,
324,"Tung Tau Tsuen, Shap Pat Heung",Yuen Long,,998,
325,Courtyard By Marriott Hong Kong,Central & Western,,1000,
326,Beau Cloud Mansion,Central & Western,,1001,
327,"Block 1, Pine Villas",Tuen Mun,,1002,
328,Yan Sau Wai,Yuen Long,,1003,
329,"Fu Tai House, Tai Wo Hau Estate",Kwai Tsing,,1004,
330,"Block 8, Seaview Garden",Tuen Mun,,1005,
331,"Block 2, Carado Garden",Sha Tin,,1007,
332,"Block 3, Garden Terrace",Central & Western,,1009,
333,Union Industrial Building,Southern,15/03/2020,,"169, 208, 277, 315, 375"
334,100 Third Street,Central & Western,15/03/2020,,"566, 618"
335,Win Fung Building,Wan Chai,16/03/2020,,"169, 208"
336,152 Austin Road,Yau Tsim Mong,16/03/2020,,"174, 222, 243, 285, 286"
337,Nan Dao Commercial Building,Central & Western,16/03/2020,,"177, 178"
338,Silver Jubilee Mansion,Central & Western,16/03/2020,,"177, 178"
339,Century Square,Central & Western,16/03/2020,,"184, 195"
340,California Tower,Central & Western,16/03/2020,,"195, 199"
341,"Shopping Centre, Melody Garden",Tuen Mun,17/03/2020,,"120 , 121, 244"
342,CCT Telecom Building,Sha Tin,17/03/2020,,"191, 217"
343,Hong Kong Baptist Hospital,Kowloon City,17/03/2020,,"195, 243"
344,"Block 1, Kwai Tak Industrial Centre",Kwai Tsing,17/03/2020,,"229, 337, 338"
345,Bank of China building,Central & Western,18/03/2020,,"106, 183, 204"
346,CCT Telecom Building,Sha Tin,18/03/2020,,"191, 217, 373"
347,"ICBC Tower, Garden Road",Central & Western,18/03/2020,,"195, 339"
348,Tung Chung Crescent,Islands,19/03/2020,,"212, 271"
349,Cheung Lung Industrial Building,Sham Shui Po,19/03/2020,,"291, 312, 372, 391, 429"
350,97 Hollywood Road,Central & Western,20/03/2020,,"266, 319"
351,62 Hollywood Road,Central & Western,20/03/2020,,"266, 342"
352,Manson House,Yau Tsim Mong,20/03/2020,,"428, 855"
353,Ho Lee Commercial Building,Central & Western,22/03/2020,,"182, 227, 276, 343, 360, 362, 367, 384, 386, 387, 389, 394, 411, 422, 432, 433, 440, 442, 453, 497, 501, 511, 513, 576, 627, 746, 877"
354,Two Chinachem Plaza,Central & Western,22/03/2020,,"563, 683"
355,76 Jaffe Road,Wan Chai,24/03/2020,,"276, 343, 362, 367, 386, 387, 389, 413, 432, 433, 434, 440, 477, 499, 501, 509, 513, 519, 524, 576, 635, 638, 707, 746, 864, 877, 951"
356,9 Knutsford Terrace,Yau Tsim Mong,24/03/2020,,"387, 389, 395, 411, 428, 433, 447, 450, 458, 462, 466,483, 484, 498, 501, 510, 511, 512, 513, 514, 517, 526, 573, 581, 614, 615, 625, 663, 670, 674, 746, 755, 846, 863, 904, 906, 998"
357,10-11 Knustsford Terrace,Yau Tsim Mong,24/03/2020,,"483, 516"
358,MW Plaza,Yau Tsim Mong,24/03/2020,,"567, 842"
359,25 Carnarvon Road,Yau Tsim Mong,24/03/2020,,"662, 687, 702, 704, 705, 758, 759"
360,Lok Sing Centre,Wan Chai,25/03/2020,,"903, 923, 925, 932, 954"
361,23 Luard Road,Wan Chai,26/03/2020,,"682, 857"
362,82 Jaffe Road,Wan Chai,27/03/2020,,"276, 362, 367, 386, 387, 389, 432, 433, 440, 481, 501, 513, 531, 626, 746, 877, 973"
363,K11 Musea,Yau Tsim Mong,27/03/2020,,"687, 702, 704, 705, 758, 759"
364,iSQUARE,Yau Tsim Mong,28/03/2020,,"504, 756"
365,10 Knutsford Terrace,Yau Tsim Mong,28/03/2020,,"567, 842"
366,23 Yip Kan Street,Southern,28/03/2020,,"719, 801, 849"
367,Cathay Pacific City,Islands,30/03/2020,,753
368,Hong Kong Baptist Hospital,Kowloon City,30/03/2020,,767
369,Lee Tung Avenue,Wan Chai,30/03/2020,,774
370,64 Stone Nullah Lane,Wan Chai,30/03/2020,,774
371,Man Po Building,Wong Tai Sin,30/03/2020,,797
372,The Gateway Tower 6,Yau Tsim Mong,30/03/2020,,923
373,Hang Seng Bank Headquarters Building,Central & Western,30/03/2020,,957
374,CMB Wing Lung Bank Building,Central & Western,30/03/2020,,957
375,Central Government Pier,Central & Western,31/03/2020,,717
376,Global Trade Square,Southern,31/03/2020,,719
377,Yat Tung Shopping Centre,Islands,31/03/2020,,753
378,Precious Blood Hospital,Sham Shui Po,31/03/2020,,757
379,Cheong Ip Building,Wan Chai,31/03/2020,,760
380,Ming Fung Building,Wan Chai,31/03/2020,,797
381,Prince's Building,Central & Western,31/03/2020,,812
382,Beverly Garden Shopping Centre,Sai Kung,31/03/2020,,835
383,Beverly Garden,Sai Kung,31/03/2020,,903
384,D2 Place One,Sham Shui Po,31/03/2020,,926
385,Sterling Centre,Sham Shui Po,31/03/2020,,926
386,Cheung Fat Building,Yuen Long,31/03/2020,,926
387,Human Health Clinic (Yuen Long),Yuen Long,31/03/2020,,976
388,Shek Kip Mei Reporting Centre And PTU KW Operational Base,Sham Shui Po,01/04/2020,,"663, 854"
389,Hong Kong Sanatorium & Hospital,Wan Chai,01/04/2020,,799
390,Union Hospital,Sha Tin,01/04/2020,,799
391,Westlands Centre,Eastern,01/04/2020,,"801, 960"
392,Queensway Plaza,Central & Western,01/04/2020,,863
393,Convention Plaza Shopping Arcade,Wan Chai,01/04/2020,,865
394,York Place,Wan Chai,01/04/2020,,923
395,"Kwai Tsui House, Wan Tsui Estate",Eastern,01/04/2020,,954
396,Cheung Wah Shopping Centre,North,02/04/2020,,855
397,38-46 Hennessy Road,Wan Chai,02/04/2020,,923
398,Wing On Plaza,Yau Tsim Mong,02/04/2020,,923
399,Wang Cheung Industrial Building,Kwun Tong,02/04/2020,,932
400,Perkins Road,Wan Chai,02/04/2020,,935
401,Li Po Chun Chambers,Central & Western,02/04/2020,,961
402,1–29 Tang Lung Street,Wan Chai,03/04/2020,,865
403,110-116 Jaffe Road,Wan Chai,03/04/2020,,923
404,88 Gloucester Road,Wan Chai,03/04/2020,,"923, 925"
405,Wings Building,Central & Western,03/04/2020,,957
406,Ecumenical Christian Building,Yau Tsim Mong,03/04/2020,,961
407,Lee Garden One,Wan Chai,03/04/2020,,968
408,Lee Garden Two,Wan Chai,03/04/2020,,972
409,Shun Tak Centre,Central & Western,04/04/2020,,"923, 932"
410,Windsor House,Wan Chai,05/04/2020,,"903, 925, 944"
411,Ching Long Shopping Centre,Kowloon City,05/04/2020,,925
412,57-58 Chuen Lung Village,Tsuen Wan,05/04/2020,,936
413,Bank Centre Mall,Yau Tsim Mong,05/04/2020,,936
414,New Town Plaza,Sha Tin,05/04/2020,,936
415,MOKO,Yau Tsim Mong,05/04/2020,,936
416,"Choi Chu House, Choi Yuen Estate",North,05/04/2020,,945
417,Chai Wan Municipal Services Building Chai Wan Market,Eastern,05/04/2020,,958
418,Hong Kong Adventist Hospital,Wan Chai,06/04/2020,,935
419,Shek Wu Hui Municipal Services Building,North,06/04/2020,,945
420,Union Plaza,North,06/04/2020,,945
421,Yue Wan Market,Eastern,06/04/2020,,958
422,"Administration Building, Yue Wan Estate",Eastern,06/04/2020,,958
423,Domain,Kwun Tong,06/04/2020,,960
424,121 Bonham Strand,Central & Western,06/04/2020,,971
425,Emperor Group Centre,Wan Chai,06/04/2020,,972
426,Melbourne Plaza,Central & Western,06/04/2020,,978
427,Pat Tat Industrial Building,Wong Tai Sin,06/04/2020,,978
428,The Landmark Mandarin Oriental Hotel,Central & Western,06/04/2020,,978
429,New East Ocean Centre,Yau Tsim Mong,07/04/2020,,955
430,Festival Walk,Kowloon City,07/04/2020,,955
431,176 Queen's Road,Central & Western,07/04/2020,,972
432,China Insurance Group Building,Central & Western,07/04/2020,,972
433,Kingswood Richly Plaza,Yuen Long,07/04/2020,,996
434,Golden Mansion,Yau Tsim Mong,08/04/2020,,972
435,8 Hart Avenue,Yau Tsim Mong,08/04/2020,,972
436,World-Wide House,Central & Western,08/04/2020,,981
437,Pak Yee Building,Yuen Long,08/04/2020,,996
438,On Ning Building,Yuen Long,08/04/2020,,996
439,+WOO,Yuen Long,09/04/2020,,976
